rima,unigram,lema
LV,antiguo,antiguo
LV,sufrir,sufrir
LV,amargo,amargo
LV,dolor,dolor
LV,siquiera,siquiera
LV,padecer,padecer
LV,vivir,vivir
LVI,quieres,querer
LVI,néctar,néctar
LVI,delicioso,delicioso
LVI,amargue,amarguir
LVI,hez,hez
LVI,pues,pues
LVI,aspírale,aspíralar
LVI,acércale,acércale
LVI,labios,labio
LVI,déjale,déjale
LVI,después,después
LVI,quieres,querer
LVI,conservemos,conserver
LVI,dulce,dulce
LVI,memoria,memoria
LVI,amor,amor
LVI,pues,pues
LVI,amémonos,amémono
LVI,hoy,hoy
LVI,mañana,mañana
LVI,digámonos,digamo yo
LVI,adiós,adiós
LVII,sé,saber
LVII,cuál,cuál
LVII,objeto,objeto
LVII,suspiros,suspiro
LVII,conozco,conocer
LVII,causa,causa
LVII,dulce,dulce
LVII,secreta,secreto
LVII,languidez,languidez
LVII,ríes,rí
LVII,algún,alguno
LVII,día,día
LVII,sabrás,sabrás
LVII,niña,niña
LVII,sabes,saber
LVII,apenas,apenas
LVII,sé,saber
LVII,sé,saber
LVII,sueñas,sueña
LVII,sueños,sueño
LVII,ves,ver
LVII,libro,libro
LVII,puedo,poder
LVII,callas,calla
LVII,frente,frente
LVII,leer,leer
LVII,ríes,rí
LVII,algún,alguno
LVII,día,día
LVII,sabrás,sabrás
LVII,niña,niña
LVII,sabes,saber
LVII,apenas,apenas
LVII,sé,saber
LVII,sé,saber
LVII,sonríes,sonrí
LVII,lloras,lloras
LVII,vez,vez
LVII,penetro,penetro
LVII,senos,seno
LVII,misteriosos,misterioso
LVII,alma,alma
LVII,mujer,mujer
LVII,ríes,rí
LVII,algún,alguno
LVII,día,día
LVII,sabrás,sabrás
LVII,niña,niña
LVII,mientras,mientras
LVII,sientes,sient
LVII,sabes,saber
LVII,siento,sentir
LVII,sé,saber
LVIII,ver,ver
LVIII,horas,hora
LVIII,fiebre,fiebre
LVIII,insomnio,insomnio
LVIII,lentas,lenta
LVIII,pasar,pasar
LVIII,orilla,orilla
LVIII,lecho,lecho
LVIII,quién,quién
LVIII,sentará,sentar
LVIII,trémula,trémular
LVIII,mano,mano
LVIII,tienda,tiendar
LVIII,próximo,próximo
LVIII,expirar,expirar
LVIII,buscando,buscar
LVIII,mano,mano
LVIII,amiga,amiga
LVIII,quién,quién
LVIII,estrechará,estrechar
LVIII,muerte,muerte
LVIII,vidríe,vidreír
LVIII,ojos,ojo
LVIII,cristal,cristal
LVIII,párpados,párpado
LVIII,aún,aún
LVIII,abiertos,abierto
LVIII,quién,quién
LVIII,cerrará,cerrar
LVIII,campana,campana
LVIII,suene,sonar
LVIII,si,si
LVIII,suena,sonar
LVIII,funeral,funeral
LVIII,oración,oración
LVIII,oírla,oir él
LVIII,quién,quién
LVIII,murmurará,murmurar
LVIII,pálidos,pálido
LVIII,restos,resto
LVIII,oprima,oprima
LVIII,tierra,tierra
LVIII,olvidada,olvidado
LVIII,fosa,fós
LVIII,quién,quién
LVIII,vendar,vendar
LVIII,llorar,llorar
LVIII,quién,quién
LVIII,fin,fin
LVIII,día,día
LVIII,sol,sol
LVIII,vuelva,volver
LVIII,brillar,brillar
LVIII,pasé,pasar
LVIII,mundo,mundo
LVIII,quién,quién
LVIII,acordará,acordar
LIX,herido,herido
LIX,recatándose,recatar él
LIX,sombras,sombra
LIX,sellando,sellar
LIX,beso,beso
LIX,traición,traición
LIX,brazos,brazo
LIX,echó,echar
LIX,cuello,cuello
LIX,espalda,espalda
LIX,partió,partir
LIX,sangre,sangre
LIX,fría,fer
LIX,corazón,corazón
LIX,impávida,impávido
LIX,sigue,seguir
LIX,camino,camino
LIX,feliz,feliz
LIX,risueña,risueña
LIX,impávida,impávido
LIX,brota,brota
LIX,sangre,sangre
LIX,herida,herido
LIX,muerto,muerto
LIX,pie,pie
LX,arranca,arranca
LX,hierro,hierro
LX,herida,herido
LX,amor,amor
LX,entrañas,entraña
LX,arranqué,arranqué
LX,aunque,aunque
LX,sentí,sentir
LX,hacerlo,hacer él
LX,vida,vida
LX,arrancaba,arrancar
LX,altar,altar
LX,alcé,alcé
LX,alma,alma
LX,voluntad,voluntad
LX,imagen,imagen
LX,arrojó,arrojar
LX,luz,luz
LX,fe,fe
LX,ardía,arder
LX,ara,ar
LX,desierta,desierta
LX,apagó,apagar
LX,aún,aún
LX,turbando,turbar
LX,noche,noche
LX,firme,firme
LX,empeño,empeño
LX,vive,vivir
LX,idea,idea
LX,visión,visión
LX,tenaz,tenaz
LX,cuándo,cuándo
LX,podré,poder
LX,dormir,dormir
LX,sueño,sueño
LX,acaba,acabar
LX,soñar,soñar
LXI,armazón,armazón
LXI,huesos,hueso
LXI,pellejo,pellejo
LXI,pasear,pasear
LXI,cabeza,cabeza
LXI,loca,locar
LXI,cansado,cansado
LXI,halla,halla
LXI,fin,fin
LXI,extraño,extraño
LXI,pues,pues
LXI,aunque,aunque
LXI,verdad,verdad
LXI,viejo,viejo
LXI,parte,parte
LXI,vida,vida
LXI,toca,tocar
LXI,vida,vida
LXI,mundo,mundo
LXI,daño,daño
LXI,hecho,hecho
LXI,uso,uso
LXI,tal,tal
LXI,juraría,jurar
LXI,condensado,condensado
LXI,siglo,siglo
LXI,cada,cada
LXI,día,día
LXI,así,así
LXI,aunque,aunque
LXI,ahora,ahora
LXI,muriera,morir
LXI,podría,poder
LXI,decir,decir
LXI,vivido,vivido
LXI,sayo,sayo
LXI,parecer,parecer
LXI,nuevo,nuevo
LXI,conozco,conocer
LXI,dentro,dentro
LXI,envejecido,envejecido
LXI,envejecido,envejecido
LXI,pese,pese
LXI,estrella,estrella
LXI,harto,harto
LXI,dice,decir
LXI,afán,afán
LXI,doliente,doliente
LXI,dolor,dolor
LXI,pasar,pasar
LXI,horrible,horrible
LXI,huella,huella
LXI,graba,grar
LXI,corazón,corazón
LXI,si,si
LXI,frente,frente
LXII,primero,primero
LXII,albor,albor
LXII,trémulo,trémulo
LXII,vago,vago
LXII,raya,rayar
LXII,inquieta,inquieta
LXII,luz,luz
LXII,corta,cortar
LXII,mar,mar
LXII,luego,luego
LXII,chispea,chispear
LXII,crece,crecer
LXII,difunde,difundir
LXII,ardiente,ardiente
LXII,explosión,explosión
LXII,claridad,claridad
LXII,brilladora,brilladora
LXII,lumbre,lumbre
LXII,alegría,alegría
LXII,temerosa,temeroso
LXII,sombra,sombra
LXII,pesar,pesar
LXII,ay,ay
LXII,oscura,oscuro
LXII,noche,noche
LXII,alma,alma
LXII,cuándo,cuándo
LXII,amanecerá,amanecer
LXIII,enjambre,enjambre
LXIII,abejas,abeja
LXIII,irritadas,irritada
LXIII,obscuro,obscuro
LXIII,rincón,rincón
LXIII,memoria,memoria
LXIII,salen,salir
LXIII,perseguirnos,perseguirno
LXIII,recuerdos,recuerdo
LXIII,pasadas,pasado
LXIII,horas,hora
LXIII,quiero,querer
LXIII,ahuyentar,ahuyentar
LXIII,esfuerzo,esfuerzo
LXIII,tan,tanto
LXIII,inútil,inútil
LXIII,rodean,rodear
LXIII,acosan,acosar
LXIII,tras,tras
LXIII,clavarme,clavar yo
LXIII,vienen,venir
LXIII,agudo,agudo
LXIII,aguijón,aguijón
LXIII,alma,alma
LXIII,encona,encona
LXIV,guarda,guardar
LXIV,avaro,avaro
LXIV,tesoro,tesoro
LXIV,guardaba,guardar
LXIV,dolor,dolor
LXIV,quería,querer
LXIV,probar,probar
LXIV,eterno,eterno
LXIV,eterno,eterno
LXIV,juró,jurar
LXIV,amor,amor
LXIV,mas,mas
LXIV,hoy,hoy
LXIV,llamo,llamar
LXIV,vano,vano
LXIV,oigo,oír
LXIV,tiempo,tiempo
LXIV,agotó,agotar
LXIV,decir,decir
LXIV,ah,ah
LXIV,barro,barro
LXIV,miserable,miserable
LXIV,eternamente,eternamente
LXIV,podrás,podrás
LXIV,aun,aun
LXIV,sufrir,sufrir
LXV,llegó,llegar
LXV,noche,noche
LXV,encontré,encontrar
LXV,asilo,asilo
LXV,sed,sed
LXV,lágrimas,lágrima
LXV,bebí,beber
LXV,hambre,hambre
LXV,hinchados,hinchado
LXV,ojos,ojo
LXV,cerré,cerré
LXV,morir,morir
LXV,desierto,desierto
LXV,aunque,aunque
LXV,oído,oer
LXV,turbas,turbas
LXV,llegaba,llegar
LXV,ronco,ronco
LXV,hervir,hervir
LXV,huérfano,huérfano
LXV,pobre,pobre
LXV,mundo,mundo
LXV,desierto,desierto
LXVI,dónde,dónde
LXVI,vengo,venir
LXVI,horrible,horrible
LXVI,áspero,áspero
LXVI,senderos,sendero
LXVI,busca,buscar
LXVI,huellas,huella
LXVI,pies,pie
LXVI,ensangrentados,ensangrentado
LXVI,roca,rocar
LXVI,dura,duro
LXVI,despojos,despojo
LXVI,alma,alma
LXVI,hecha,hecho
LXVI,jirones,jirón
LXVI,zarzas,zarza
LXVI,agudas,agudo
LXVI,dirán,decir
LXVI,camino,camino
LXVI,conduce,conducir
LXVI,cuna,cuna
LXVI,voy,ir
LXVI,sombrío,sombrío
LXVI,triste,triste
LXVI,páramos,páramo
LXVI,cruza,cruzar
LXVI,valle,valle
LXVI,eternas,eterna
LXVI,nieves,nieve
LXVI,eternas,eterna
LXVI,melancólicas,melancólica
LXVI,brumas,bruma
LXVI,piedra,piedra
LXVI,solitaria,solitaria
LXVI,inscripción,inscripción
LXVI,alguna,alguno
LXVI,habite,habite
LXVI,olvido,olvir
LXVI,allí,allí
LXVI,tumba,tumba
LXVII,hermoso,hermoso
LXVII,ver,ver
LXVII,día,día
LXVII,coronado,coronado
LXVII,fuego,fuego
LXVII,levantarse,levantar él
LXVII,beso,beso
LXVII,lumbre,lumbre
LXVII,brillar,brillar
LXVII,olas,ola
LXVII,encenderse,encender él
LXVII,aire,aire
LXVII,hermoso,hermoso
LXVII,tras,tras
LXVII,lluvia,lluvia
LXVII,triste,triste
LXVII,otoño,otoño
LXVII,azulada,azulado
LXVII,tarde,tarde
LXVII,húmedas,húmeda
LXVII,flores,flor
LXVII,perfume,perfumir
LXVII,beber,beber
LXVII,saciarse,saciar él
LXVII,hermoso,hermoso
LXVII,copos,copo
LXVII,blanca,blanco
LXVII,nieve,nieve
LXVII,silenciosa,silencioso
LXVII,cae,caer
LXVII,inquietas,inquieta
LXVII,llamas,llama
LXVII,ver,ver
LXVII,rojizas,rojiza
LXVII,lenguas,lengua
LXVII,agitarse,agitar él
LXVII,hermoso,hermoso
LXVII,sueño,sueño
LXVII,dormir,dormir
LXVII,bien,bien
LXVII,roncar,roncar
LXVII,sochantre,sochantre
LXVII,comer,comer
LXVII,engordar,engordar
LXVII,desgracia,desgracia
LXVII,solo,solo
LXVII,baste,bastar
LXVIII,sé,saber
LXVIII,soñado,soñado
LXVIII,noche,noche
LXVIII,pasada,pasado
LXVIII,triste,triste
LXVIII,triste,triste
LXVIII,debió,deber
LXVIII,ser,ser
LXVIII,sueño,sueño
LXVIII,pues,pues
LXVIII,despierto,despierto
LXVIII,angustia,angustiar
LXVIII,duraba,durar
LXVIII,noté,noté
LXVIII,incorporarme,incorporar yo
LXVIII,húmeda,húmedar
LXVIII,almohada,almohado
LXVIII,primera,primero
LXVIII,vez,vez
LXVIII,sentí,sentir
LXVIII,notarlo,notar él
LXVIII,amargo,amargo
LXVIII,placer,placer
LXVIII,henchirse,henchir él
LXVIII,alma,alma
LXVIII,triste,triste
LXVIII,cosa,cosa
LXVIII,sueño.que,sueño.que
LXVIII,llanto,llanto
LXVIII,arranca,arranca
LXVIII,mas,mas
LXVIII,tristeza,tristeza
LXVIII,alegría,alegría
LXVIII,sé,saber
LXVIII,aún,aún
LXVIII,quedan,quedar
LXVIII,lágrimas,lágrima
LXIX,brillar,brillar
LXIX,relámpago,relámpago
LXIX,nacemos,nacer
LXIX,aún,aún
LXIX,dura,duro
LXIX,fulgor,fulgor
LXIX,morimos,morir
LXIX,tan,tanto
LXIX,corto,corto
LXIX,vivir,vivir
LXIX,gloria,gloria
LXIX,amor,amor
LXIX,tras,tras
LXIX,corremos,correr
LXIX,sombras,sombra
LXIX,sueño,sueño
LXIX,perseguimos,perseguir
LXIX,despertar,despertar
LXIX,morir,morir
LXX,cuántas,cuánta
LXX,veces,vez
LXX,pie,pie
LXX,musgosas,musgosa
LXX,paredes,pared
LXX,guardan,guardar
LXX,oí,oí
LXX,esquila,esquilar
LXX,mediar,mediar
LXX,noche,noche
LXX,maitines,maitín
LXX,llama,llamar
LXX,cuántas,cuánta
LXX,veces,vez
LXX,trazo,trazo
LXX,silueta,silueta
LXX,luna,luna
LXX,plateada,plateado
LXX,junto,junto
LXX,ciprés,ciprés
LXX,huerto,huerto
LXX,asoma,asoma
LXX,tapias,tapia
LXX,sombras,sombra
LXX,iglesia,iglesia
LXX,envolvía,envolver
LXX,ojiva,ojivo
LXX,calada,calado
LXX,cuántas,cuánta
LXX,veces,vez
LXX,temblar,temblar
LXX,vidrios,vidrio
LXX,vi,ver
LXX,fulgor,fulgor
LXX,lámpara,lámpar
LXX,aunque,aunque
LXX,viento,viento
LXX,ángulos,ángulo
LXX,oscuros,oscuro
LXX,torre,torrir
LXX,silbara,silbar
LXX,coro,coro
LXX,voces,voz
LXX,percibía,percibir
LXX,voz,voz
LXX,vibrante,vibrante
LXX,clara,claro
LXX,noches,noche
LXX,invierno,invierno
LXX,si,si
LXX,medroso,medroso
LXX,desierta,desierta
LXX,plaza,plaza
LXX,atrevía,atrevir
LXX,cruzar,cruzar
LXX,divisarme,divisar yo
LXX,paso,paso
LXX,aceleraba,acelerar
LXX,faltó,faltar
LXX,vieja,viejo
LXX,torno,torno
LXX,dijese,decir
LXX,mañana,mañana
LXX,algún,alguno
LXX,sacristán,sacristar
LXX,muerto,muerto
LXX,pecado,pecar
LXX,alma,alma
LXX,oscuras,oscura
LXX,conocía,conocer
LXX,rincones,rincón
LXX,atrio,atrio
LXX,portada,portado
LXX,pies,pie
LXX,ortigas,ortiga
LXX,allí,allí
LXX,crecen,crecer
LXX,huellas,huella
LXX,tal,tal
LXX,vez,vez
LXX,guardan,guardar
LXX,búhos,búho
LXX,espantados,espantado
LXX,seguían,seguir
LXX,ojos,ojo
LXX,llamas,llama
LXX,llegaron,llegar
LXX,mirarme,mirar yo
LXX,tiempo,tiempo
LXX,buen,buen
LXX,camarada,camarado
LXX,lado,lado
LXX,miedo,miedo
LXX,reptiles,reptil
LXX,movían,mover
LXX,rastras,rastra
LXX,mudos,mudo
LXX,santos,santo
LXX,granito,granitir
LXX,creo,creer
LXX,saludaban,saludar
LXXI,dormía,dormir
LXXI,vagaba,vagar
LXXI,limbo,limbo
LXXI,cambian,cambiar
LXXI,forma,forma
LXXI,objetos,objeto
LXXI,misteriosos,misterioso
LXXI,espacios,espacio
LXXI,separan,separar
LXXI,vigilia,vigiliar
LXXI,sueño,sueño
LXXI,ideas,idea
LXXI,ronda,ronda
LXXI,silenciosa,silencioso
LXXI,daban,dar
LXXI,vueltas,vuelta
LXXI,torno,torno
LXXI,cerebro,cerebro
LXXI,danza,danza
LXXI,movían,mover
LXXI,compás,compás
LXXI,lento,lento
LXXI,luz,luz
LXXI,entra,entrar
LXXI,alma,alma
LXXI,ojos,ojo
LXXI,párpados,párpado
LXXI,velaban,velar
LXXI,reflejo,reflejo
LXXI,luz,luz
LXXI,mundo,mundo
LXXI,visiones,visión
LXXI,alumbraba,alumbrar
LXXI,dentro,dentro
LXXI,punto,punto
LXXI,resonó,resonar
LXXI,oído,oer
LXXI,rumor,rumor
LXXI,semejante,semejante
LXXI,templo,templo
LXXI,vaga,vagar
LXXI,confuso,confuso
LXXI,terminar,terminar
LXXI,fieles,fiel
LXXI,amén,amén
LXXI,rezos,rezo
LXXI,oí,oí
LXXI,voz,voz
LXXI,delgada,delgado
LXXI,triste,triste
LXXI,nombre,nombre
LXXI,llamo,llamar
LXXI,lejos,lejos
LXXI,sentí,sentir
LXXI,olor,olor
LXXI,cirios,cirio
LXXI,apagados,apagado
LXXI,humedad,humedad
LXXI,incienso,incienso
LXXI,pasó,pasar
LXXI,noche,noche
LXXI,olvido,olvir
LXXI,brazos,brazo
LXXI,caí,caer
LXXI,piedra,piedra
LXXI,profundo,profundo
LXXI,seno,seno
LXXI,obstante,obstante
LXXI,despertar,despertar
LXXI,exclamé,exclamé
LXXI,alguno,alguno
LXXI,quería,querer
LXXI,muerto,muerto
LXXII,primera,primero
LXXII,voz,voz
LXXII,ondas,onda
LXXII,vaga,vagar
LXXII,armonía,armonir
LXXII,violetas,violeta
LXXII,suave,suave
LXXII,olor,olor
LXXII,brumas,bruma
LXXII,plata,platar
LXXII,noche,noche
LXXII,fría,fer
LXXII,luz,luz
LXXII,oro,oro
LXXII,día,día
LXXII,mejor,mejor
LXXII,amor,amor
LXXII,segunda,segundo
LXXII,voz,voz
LXXII,aura,aura
LXXII,aplausos,aplauso
LXXII,nube,nube
LXXII,rabiosa,rabioso
LXXII,ola,ola
LXXII,envidia,envidia
LXXII,besa,bés
LXXII,pie,pie
LXXII,isla,isla
LXXII,sueños,sueño
LXXII,reposa,repós
LXXII,alma,alma
LXXII,ansiosa,ansiosa
LXXII,dulce,dulce
LXXII,embriaguez,embriaguez
LXXII,gloria,gloria
LXXII,tercera,tercero
LXXII,voz,voz
LXXII,ascua,ascua
LXXII,encendida,encendido
LXXII,tesoro,tesoro
LXXII,sombra,sombra
LXXII,huye,huir
LXXII,vanidad,vanidad
LXXII,mentira,mentira
LXXII,gloria,gloria
LXXII,oro,oro
LXXII,adoro,adorar
LXXII,sólo,sólo
LXXII,verdad,verdad
LXXII,libertad,libertad
LXXII,así,así
LXXII,barqueros,barquero
LXXII,pasaban,pasar
LXXII,cantando,cantar
LXXII,eterna,eterno
LXXII,canción,canción
LXXII,golpe,golpe
LXXII,remo,remir
LXXII,saltaba,saltar
LXXII,espuma,espuma
LXXII,heríala,heríalar
LXXII,sol,sol
LXXII,embarcas,embarca
LXXII,gritaban,gritar
LXXII,sonriendo,sonreir
LXXII,dije,decir
LXXII,pasar,pasar
LXXII,tiempo,tiempo
LXXII,hice,hacer
LXXII,cierto,cierto
LXXII,aun,aun
LXXII,ropa,ropa
LXXII,playa,playa
LXXII,tendida,tendido
LXXII,secar,secar
LXXIII,cerraron,cerrar
LXXIII,ojos.que,ojos.que
LXXIII,aún,aún
LXXIII,abiertos,abierto
LXXIII,taparon,tapar
LXXIII,cara,cara
LXXIII,blanco,blanco
LXXIII,lienzo,lienzo
LXXIII,sollozando,sollozar
LXXIII,silencio,silencio
LXXIII,triste,triste
LXXIII,alcoba,alcobar
LXXIII,salieron,salir
LXXIII,luz,luz
LXXIII,vaso,vaso
LXXIII,ardía,arder
LXXIII,suelo,suelo
LXXIII,muro,muro
LXXIII,arrojaba,arrojar
LXXIII,sombra,sombra
LXXIII,lecho,lecho
LXXIII,aquella,aquel
LXXIII,sombra,sombra
LXXIII,veíase,veíar
LXXIII,intérvalos,intérvalo
LXXIII,dibujarse,dibujar él
LXXIII,rígida,rígido
LXXIII,forma,forma
LXXIII,cuerpo,cuerpo
LXXIII,despertaba,despertar
LXXIII,día,día
LXXIII,albor,albor
LXXIII,primero,primero
LXXIII,mil,mil
LXXIII,ruidos,ruido
LXXIII,despertaba,despertar
LXXIII,pueblo,pueblo
LXXIII,aquel,aquel
LXXIII,contraste,contraste
LXXIII,vida,vida
LXXIII,misterio,misterio
LXXIII,luz,luz
LXXIII,tinieblas,tiniebla
LXXIII,pensé,pensar
LXXIII,momento,momento
LXXIII,dios,dios
LXXIII,solos,solo
LXXIII,quedan,quedar
LXXIII,muertos,muerto
LXXIII,casa,casa
LXXIII,hombros,hombro
LXXIII,lleváronla,lleváronla
LXXIII,templo,templo
LXXIII,capilla,capilla
LXXIII,dejaron,dejar
LXXIII,féretro,féretro
LXXIII,allí,allí
LXXIII,rodearon,rodear
LXXIII,pálidos,pálido
LXXIII,restos,resto
LXXIII,amarillas,amarilla
LXXIII,velas,vela
LXXIII,paños,paño
LXXIII,negros,negro
LXXIII,dar,dar
LXXIII,ánimas,ánima
LXXIII,toque,tocar
LXXIII,postrero,postrero
LXXIII,acabó,acabar
LXXIII,vieja,viejo
LXXIII,últimos,último
LXXIII,rezos,rezo
LXXIII,cruzó,cruzar
LXXIII,ancha,ancho
LXXIII,nave,nave
LXXIII,puertas,puerta
LXXIII,gimieron,gimeír
LXXIII,santo,santo
LXXIII,recinto,recinto
LXXIII,quedóse,quedóse
LXXIII,desierto,desierto
LXXIII,reloj,reloj
LXXIII,oía,oía
LXXIII,compasado,compasado
LXXIII,péndulo,péndulo
LXXIII,cirios,cirio
LXXIII,chisporroteo,chisporroteo
LXXIII,tan,tanto
LXXIII,medroso,medroso
LXXIII,triste,triste
LXXIII,tan,tanto
LXXIII,oscuro,oscuro
LXXIII,yerto,yerto
LXXIII,encontraba,encontrar
LXXIII,pensé,pensar
LXXIII,momento,momento
LXXIII,dios,dios
LXXIII,solos,solo
LXXIII,quedan,quedar
LXXIII,muertos,muerto
LXXIII,alta,alto
LXXIII,campana,campana
LXXIII,lengua,lengua
LXXIII,hierro,hierro
LXXIII,dio,dar
LXXIII,volteando,voltear
LXXIII,adiós,adiós
LXXIII,lastimero,lastimero
LXXIII,luto,luto
LXXIII,ropas,ropa
LXXIII,amigos,amigo
LXXIII,deudos,deudo
LXXIII,cruzaron,cruzar
LXXIII,fila,fila
LXXIII,formando,formar
LXXIII,cortejo,cortejo
LXXIII,último,último
LXXIII,asilo,asilo
LXXIII,oscuro,oscuro
LXXIII,estrecho,estrecho
LXXIII,abrió,abrir
LXXIII,piqueta,piqueta
LXXIII,nicho,nicho
LXXIII,extremo,extremo
LXXIII,allí,allí
LXXIII,acostaron,acostar
LXXIII,tapiáronla,tapiáronla
LXXIII,luego,luego
LXXIII,saludo,saludo
LXXIII,despidióse,despidióse
LXXIII,duelo,duelo
LXXIII,piqueta,piqueta
LXXIII,hombro,hombro
LXXIII,sepulturero,sepulturero
LXXIII,cantando,cantar
LXXIII,dientes,diente
LXXIII,perdió,perder
LXXIII,lejos,lejos
LXXIII,noche,noche
LXXIII,entraba,entrar
LXXIII,sol,sol
LXXIII,puesto,puesto
LXXIII,perdido,perdido
LXXIII,sombras,sombra
LXXIII,pensé,pensar
LXXIII,momento,momento
LXXIII,dios,dios
LXXIII,solos,solo
LXXIII,quedan,quedar
LXXIII,muertos,muerto
LXXIII,largas,larga
LXXIII,noches,noche
LXXIII,helado,helado
LXXIII,invierno,invierno
LXXIII,maderas,madera
LXXIII,crujir,crujir
LXXIII,hace,hacer
LXXIII,viento,viento
LXXIII,azota,azotar
LXXIII,vidrios,vidrio
LXXIII,fuerte,fuerte
LXXIII,aguacero,aguacero
LXXIII,pobre,pobre
LXXIII,niña,niña
LXXIII,veces,vez
LXXIII,acuerdo,acuerdo
LXXIII,allí,allí
LXXIII,cae,caer
LXXIII,lluvia,lluvia
LXXIII,eterno,eterno
LXXIII,allí,allí
LXXIII,combate,combate
LXXIII,soplo,soplo
LXXIII,cierzo,cierzo
LXXIII,húmedo,húmedo
LXXIII,muro,muro
LXXIII,tendida,tendido
LXXIII,hueco,hueco
LXXIII,acaso,acaso
LXXIII,frío,frío
LXXIII,hielan,helar
LXXIII,huesos,hueso
LXXIII,vuelve,volver
LXXIII,polvo,polvo
LXXIII,polvo,polvo
LXXIII,vuela,volar
LXXIII,alma,alma
LXXIII,cielo,cielo
LXXIII,espíritu,espíritu
LXXIII,podredumbre,podredumbrir
LXXIII,cieno,cenar
LXXIII,sé,saber
LXXIII,explicar,explicar
LXXIII,puedo,poder
LXXIII,par,par
LXXIII,infunde,infundir
LXXIII,repugnancia,repugnancia
LXXIII,duelo,duelo
LXXIII,dejar,dejar
LXXIII,tan,tanto
LXXIII,tristes,trist
LXXIII,tan,tanto
LXXIII,solos,solo
LXXIII,muertos,muerto
LXXIV,ropas,ropa
LXXIV,desceñidas,desceñida
LXXIV,desnudas,desnudo
LXXIV,espadas,espada
LXXIV,dintel,dintel
LXXIV,oro,oro
LXXIV,puerta,puerta
LXXIV,dos,dos
LXXIV,ángeles,ángel
LXXIV,velaban,velar
LXXIV,aproximé,aproximer
LXXIV,hierros,hierro
LXXIV,defienden,defender
LXXIV,entrada,entrada
LXXIV,dobles,doble
LXXIV,rejas,reja
LXXIV,fondo,fondo
LXXIV,vi,ver
LXXIV,confusa,confuso
LXXIV,blanca,blanco
LXXIV,vi,ver
LXXIV,imagen,imagen
LXXIV,ensueño,ensueño
LXXIV,pasa,pasar
LXXIV,rayo,rayo
LXXIV,luz,luz
LXXIV,tenue,tenue
LXXIV,difuso,difuso
LXXIV,tinieblas,tiniebla
LXXIV,sentí,sentir
LXXIV,ardiente,ardiente
LXXIV,deseo,desear
LXXIV,llena,lleno
LXXIV,alma,alma
LXXIV,atrae,atraer
LXXIV,abismo,abismo
LXXIV,aquel,aquel
LXXIV,misterio,misterio
LXXIV,hacía,hacer
LXXIV,si,si
LXXIV,arrastraba,arrastrar
LXXIV,mas,mas
LXXIV,ay,ay
LXXIV,ángeles,ángel
LXXIV,parecían,parecer
LXXIV,decirme,decir yo
LXXIV,miradas,mirada
LXXIV,umbral,umbral
LXXIV,puerta,puerta
LXXIV,sólo,sólo
LXXIV,dios,dios
LXXIV,traspasa,traspasar
LXXV,verdad,verdad
LXXV,toca,tocar
LXXV,sueño,sueño
LXXV,dedos,dedo
LXXV,rosa,rosa
LXXV,ojos,ojo
LXXV,cárcel,cárcel
LXXV,habita,habitar
LXXV,huye,huir
LXXV,espíritu,espíritu
LXXV,vuelo,vuelo
LXXV,presuroso,presuroso
LXXV,verdad,verdad
LXXV,huésped,huésped
LXXV,nieblas,niebla
LXXV,brisa,brisar
LXXV,nocturna,nocturno
LXXV,tenue,tenue
LXXV,soplo,soplo
LXXV,alado,alado
LXXV,sube,subir
LXXV,región,región
LXXV,vacía,vacío
LXXV,encontrarse,encontrar él
LXXV,allí,allí
LXXV,desnudo,desnudo
LXXV,humana,humano
LXXV,forma,forma
LXXV,allí,allí
LXXV,lazos,lazo
LXXV,terrenales,terrenal
LXXV,rotos,roto
LXXV,breves,breve
LXXV,horas,hora
LXXV,habita,habitar
LXXV,idea,idea
LXXV,mundo,mundo
LXXV,silencioso,silencioso
LXXV,ríe,ríar
LXXV,llora,llorar
LXXV,aborrece,aborrecer
LXXV,ama,amar
LXXV,guarda,guardar
LXXV,rastro,rastro
LXXV,dolor,dolor
LXXV,gozo,gozo
LXXV,semejante,semejante
LXXV,deja,dejar
LXXV,cruza,cruzar
LXXV,cielo,cielo
LXXV,meteoro,meteoro
LXXV,sé,saber
LXXV,si,si
LXXV,mundo,mundo
LXXV,visiones,visión
LXXV,vive,vivir
LXXV,va,ir
LXXV,dentro,dentro
LXXV,sé,saber
LXXV,conozco,conocer
LXXV,muchas,mucho
LXXV,gentes,gente
LXXV,conozco,conocer
LXXVI,imponente,imponente
LXXVI,nave.del,nave.del
LXXVI,templo,templo
LXXVI,bizantino,bizantino
LXXVI,vi,ver
LXXVI,gótica,góticar
LXXVI,tumba,tumba
LXXVI,indecisa,indecisa
LXXVI,luz,luz
LXXVI,temblaba,temblar
LXXVI,pintados,pintado
LXXVI,vidrios,vidrio
LXXVI,manos,mano
LXXVI,pecho,pecho
LXXVI,manos,mano
LXXVI,libro,libro
LXXVI,mujer,mujer
LXXVI,hermosa,hermoso
LXXVI,reposaba,reposar
LXXVI,urna,urno
LXXVI,cincel,cincel
LXXVI,prodigio,prodigio
LXXVI,cuerpo,cuerpo
LXXVI,abandonado,abandonado
LXXVI,dulce,dulce
LXXVI,peso,peso
LXXVI,hundido,hundido
LXXVI,si,si
LXXVI,blanda,blando
LXXVI,pluma,pluma
LXXVI,raso,raso
LXXVI,plegaba,plegar
LXXVI,lecho,lecho
LXXVI,granito,granitir
